,Row.names,logFC,logCPM,LR,PValue,FDR,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align,,
412,Solyc02g081350,-0.325347033,7.076979057,3.541612596,0.05984725,0.173395275,AT1G66120,NA,"acyl-activating enzyme 11 (AAE11); similar to AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana] (TAIR:AT1G68270.1); similar to AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana] (TAIR:AT1G65880.1); similar to acyl-activating enzyme 12 (AAE12) [Arabidopsis thaliana] (TAIR:AT1G65890.1); similar to Os09g0555800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063895.1); similar to AMP-binding enzyme, putative [Medicago truncatula] (GB:ABE77669.1); similar to Os03g0130100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048852.1); contains InterPro domain AMP-dependent synthetase and ligase; (InterPro:IPR000873)",58.54,562,0,654,92.92929293,,
93,Solyc02g069560,-0.314485238,9.858772131,11.36666183,0.000747741,0.005138326,NA,NA,NA,NA,NA,NA,NA,NA,,
329,Solyc02g080320,-0.31371081,8.820790548,7.641273695,0.005704762,0.02754732,AT4G21770,NA,pseudouridine synthase family protein; similar to Pseudouridine synthase [Medicago truncatula] (GB:ABE90683.1); contains InterPro domain Pseudouridine synthase; (InterPro:IPR006145),65.26,475,0,637,96.28099174,,
283,Solyc02g071790,-0.309976044,8.740818348,5.847984095,0.015594906,0.061462275,NA,NA,NA,NA,NA,NA,NA,NA,,
373,Solyc02g080900,-0.307643701,9.588981401,11.26694965,0.000788993,0.005326844,AT1G11915,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G17350.1); similar to Os05g0409100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055526.1); similar to Os06g0364500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057608.1),63.53,329,4.00E-111,397,98.75,,
31,Solyc02g068820,-0.299619353,7.252542956,4.034946383,0.044567091,0.137287132,NA,NA,NA,NA,NA,NA,NA,NA,,
49,Solyc02g069070,-0.294874783,8.322995969,6.304274695,0.012044718,0.0496613,AT2G39440,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G61280.1); similar to hypothetical protein MtrDRAFT_AC126784g11v2 [Medicago truncatula] (GB:ABE94681.1); contains InterPro domain PIG-P; (InterPro:IPR013717),57.14,154,2.00E-49,191,89.15662651,,
431,Solyc02g081560,-0.293319811,4.397825499,0.625662329,0.428950879,0.652245982,AT5G10695,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G57123.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABD28467.1); contains domain Glucocorticoid receptor-like (DNA-binding domain) (SSF57716),69.7,66,9.00E-24,105,97.01492537,,
48,Solyc02g069060,-0.289990525,8.623225496,3.675956328,0.055202577,0.162574622,NA,NA,NA,NA,NA,NA,NA,NA,,
27,Solyc02g068770,-0.286124301,9.814795079,8.25253329,0.004069517,0.020973664,NA,NA,NA,NA,NA,NA,NA,NA,,
46,Solyc02g069040,-0.278920316,7.614620748,2.928719278,0.087016497,0.237963481,NA,NA,NA,NA,NA,NA,NA,NA,,
447,Solyc02g081800,-0.278701074,4.493457349,0.639151801,0.424018109,0.649353447,NA,NA,NA,NA,NA,NA,NA,NA,,
44,Solyc02g069020,-0.277426581,9.474791333,9.193753949,0.002428423,0.014148206,NA,NA,NA,NA,NA,NA,NA,NA,,
190,Solyc02g070680,-0.27349628,8.433427912,4.822686337,0.028087538,0.095891213,AT4G18260,NA,"cytochrome B561-related; similar to membrane protein, putative [Arabidopsis thaliana] (TAIR:AT2G30890.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE90100.1); contains InterPro domain Cytochrome b561 / ferric reductase transmembrane; (InterPro:IPR006593)",61.08,203,2.00E-57,218,93.83886256,,
186,Solyc02g070640,-0.273420397,12.42676286,7.663437943,0.005635103,0.02754732,AT2G34480,NA,60S ribosomal protein L18A (RPL18aB); Identical to 60S ribosomal protein L18a-2 (RPL18AB) [Arabidopsis Thaliana] (GB:P51418;GB:O64699); similar to 60S ribosomal protein L18A (RPL18aC) [Arabidopsis thaliana] (TAIR:AT3G14600.1); similar to unknown [Solanum tuberosum] (GB:ABA46783.1); contains InterPro domain Ribosomal L18ae protein; (InterPro:IPR002670),91.01,178,1.00E-94,341,98.88268156,,
328,Solyc02g080310,-0.272124741,7.616990726,2.527194258,0.111899027,0.29115475,AT4G21760,BGLU47,"BGLU47 (Beta-glucosidase 47); hydrolase, hydrolyzing O-glycosyl compounds; similar to BGLU45, hydrolase, hydrolyzing O-glycosyl compounds [Arabidopsis thaliana] (TAIR:AT1G61810.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE77795.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",57.05,468,4.00E-167,584,89.25143954,,
126,Solyc02g069920,-0.265155692,10.37218402,8.830947602,0.002961646,0.016535855,AT1G30520,AAE14,acyl-activating enzyme 14 (AAE14); similar to 4-coumarate--CoA ligase family protein / 4-coumaroyl-CoA synthase family protein [Arabidopsis thaliana] (TAIR:AT4G19010.1); similar to Acyl-CoA synthetase (ISS) [Ostreococcus tauri] (GB:CAL50517.1); similar to Os08g0130400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060922.1); contains InterPro domain AMP-dependent synthetase and ligase; (InterPro:IPR000873),56.06,569,6.00E-180,627,99.64349376,,
144,Solyc02g070210,-0.261071552,11.58150144,8.9130968,0.002831327,0.015974646,NA,NA,NA,NA,NA,NA,NA,NA,,
193,Solyc02g070710,-0.254217556,6.546318748,1.542134209,0.214300412,0.440095865,NA,NA,NA,NA,NA,NA,NA,NA,,
491,Solyc02g082270,-0.251278533,9.944425363,8.383908308,0.003785575,0.019892826,AT1G76460,NA,"RNA recognition motif (RRM)-containing protein; similar to RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT1G20880.1); similar to RNA-binding re (GB:ABE82599.1); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)",51.27,275,3.00E-63,238,88.33922261,,
307,Solyc02g072090,-0.248043938,11.41084302,8.735421657,0.003120871,0.017069256,NA,NA,NA,NA,NA,NA,NA,NA,,
483,Solyc02g082190,-0.24775321,11.26361147,7.013555537,0.008089487,0.036745466,AT1G30820,NA,"CTP synthase, putative / UTP--ammonia ligase, putative; similar to CTP synthase, putative / UTP--ammonia ligase, putative [Arabidopsis thaliana] (TAIR:AT2G34890.1); similar to EMB2742 (EMBRYO DEFECTIVE 2742), CTP synthase [Arabidopsis thaliana] (TAIR:AT3G12670.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G20320.2); similar to putative CTP synthetase [Oryza sativa (japonica cultivar-group)] (GB:BAD61286.1); similar to CTP synthase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99559.2); similar to CTP synthase [Medicago truncatula] (GB:ABE84419.1); contains InterPro domain CTP synthase; (InterPro:IPR004468); contains InterPro domain Glutamine amidotransferase class-I; (InterPro:IPR000991); contains InterPro domain Glutamine amidotransferase, class I, active site; (InterPro:IPR012998)",78.37,601,0,912,99.50083195,,
347,Solyc02g080510,-0.245069517,11.07503341,7.213274577,0.007236635,0.03372901,NA,NA,NA,NA,NA,NA,NA,NA,,
497,Solyc02g082340,-0.244838025,12.04979241,8.611212221,0.003340999,0.018088639,NA,NA,NA,NA,NA,NA,NA,NA,,
509,Solyc02g082480,-0.243738826,10.72794309,8.434903039,0.003680865,0.019534096,AT3G51480,ATGLR3.6,member of Putative ligand-gated ion channel subunit family,58.66,883,0,1032,91.65797706,,
23,Solyc02g068730,-0.242438668,8.653854973,3.445811298,0.063412282,0.180792464,AT5G18820,EMB3007,"EMB3007 (EMBRYO DEFECTIVE 3007); ATP binding / protein binding / unfolded protein binding; similar to CPN60A (chloroplast / 60 kDa chaperonin alpha subunit), ATP binding / protein binding / unfolded protein binding [Arabidopsis thaliana] (TAIR:AT2G28000.1); similar to putative rubisco subunit binding-protein alpha subunit precursor (60 kDa chaperonin alpha subunit) [Oryza sativa (japonica cultivar-group)] (GB:AAP44754.1); similar to putative rubisco subunit binding-protein alpha subunit [Trifolium pratense] (GB:BAE71311.1); similar to GroEL-like chaperone, ATPase [Medicago truncatula] (GB:ABC75363.1); contains InterPro domain Chaperonin Cpn60/TCP-1; (InterPro:IPR002423); contains InterPro domain GroEL-like chaperone, ATPase; (InterPro:IPR008950); contains InterPro domain Chaperonin Cpn60; (InterPro:IPR001844); contains InterPro domain chaperonin GroEL; (InterPro:IPR012723)",72.03,547,0,781,93.32191781,,
428,Solyc02g081530,-0.242044743,8.087486004,3.728803023,0.053481707,0.159256638,AT1G06440,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G45790.1); similar to Os10g0510300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065035.1); similar to Protein of unknown function DUF860, plant [Medicago truncatula] (GB:ABE79863.1); contains InterPro domain Protein of unknown function DUF860, plant; (InterPro:IPR008578)",69.04,365,3.00E-139,491,88.97058824,,
490,Solyc02g082260,-0.241881901,11.7988466,7.5141892,0.006121483,0.02929567,AT1G76490,HMG1,"Encodes a 3-hydroxy-3-methylglutaryl coenzyme A reductase, which is involved in melavonate biosynthesis and performs the first committed step in isoprenoid biosynthesis. Expression is activated in dark in leaf tissue but not controlled by light in the root (confine",70.11,609,0,869,98.67109635,,
121,Solyc02g069850,-0.241777655,12.34708978,5.497124626,0.019047769,0.072925745,NA,NA,NA,NA,NA,NA,NA,NA,,
145,Solyc02g070220,-0.240481585,7.074600913,2.327928385,0.127070886,0.319765235,AT1G30660,NA,"toprim domain-containing protein; similar to toprim domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G30680.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD46002.1); contains InterPro domain Toprim, primase; (InterPro:IPR006647); contains InterPro domain TOPRIM; (InterPro:IPR006171); contains InterPro domain Toprim subdomain; (InterPro:IPR006154)",64.41,177,2.00E-62,234,95.65217391,,
158,Solyc02g070360,-0.239798964,11.73884428,7.137803919,0.007547553,0.034576825,AT5G58420,NA,"40S ribosomal protein S4 (RPS4D); Identical to 40S ribosomal protein S4-1 (RPS4A) [Arabidopsis Thaliana] (GB:Q93VH9;GB:Q7XJS7); Identical to 40S ribosomal protein S4-3 (RPS4D) [Arabidopsis Thaliana] (GB:Q8VYK6;GB:Q944M1;GB:Q9FGI0); Identical to 40S ribosomal protein S4-2 (RPS4B) [Arabidopsis Thaliana] (GB:P49204;GB:Q42346;GB:Q9FL39;GB:Q9LYQ6); similar to 40S ribosomal protein S4 (RPS4B) [Arabidopsis thaliana] (TAIR:AT5G07090.1); similar to 40S ribosomal S4 protein [Glycine max] (GB:AAM93434.1); contains InterPro domain KOW (Kyrpides, Ouzounis, Woese) motif; (InterPro:IPR006646); contains InterPro domain RNA-binding S4; (InterPro:IPR002942); contains InterPro domain Ribosomal protein S4E; (InterPro:IPR000876); contains InterPro domain KOW; (InterPro:IPR005824)",90.08,262,6.00E-144,506,98.49056604,,
478,Solyc02g082130,-0.239512714,12.02565268,6.955652919,0.00835548,0.037321144,NA,NA,NA,NA,NA,NA,NA,NA,,
369,Solyc02g080820,-0.234335985,9.278853774,5.851421731,0.015564472,0.061462275,AT4G14305,NA,similar to PMP22 (peroxisomal membrane protein 22) [Arabidopsis thaliana] (TAIR:AT4G04470.1); similar to Os08g0566900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062544.1); similar to Os02g0226000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046343.1); similar to hypothetical protein DDBDRAFT_0188787 [Dictyostelium discoideum AX4] (GB:XP_635840.1); contains InterPro domain Mpv17/PMP22; (InterPro:IPR007248),64.32,185,2.00E-45,178,98.92473118,,
54,Solyc02g069120,-0.233433936,10.07868476,8.219052363,0.004145284,0.021160689,AT5G22480,NA,"zinc finger (ZPR1-type) family protein; similar to zinc finger (ZPR1-type) family protein [Arabidopsis thaliana] (TAIR:AT5G37340.1); similar to Os08g0471900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062017.1); similar to zinc finger (ZPR1 type) family protein [Musa acuminata] (GB:ABF70002.1); contains InterPro domain Zinc finger, ZPR1-type; (InterPro:IPR004457)",73.55,484,0,679,95.06903353,,
147,Solyc02g070240,-0.233324487,9.47602737,5.925520749,0.014923127,0.059765581,NA,NA,NA,NA,NA,NA,NA,NA,,
203,Solyc02g070840,-0.228173244,5.038112563,0.573932717,0.448700378,0.666214411,NA,NA,NA,NA,NA,NA,NA,NA,,
438,Solyc02g081640,-0.227431983,10.44341188,7.89616935,0.00495396,0.024816099,NA,NA,NA,NA,NA,NA,NA,NA,,
290,Solyc02g071880,-0.222664843,10.62490722,6.164393567,0.013034705,0.053332839,AT1G29750,RKF1,"Receptor-like serine/threonine kinase (RKF1). The putative extracellular domain of the RKF1 protein contains 13 tandem repeats of leucine-rich sequences. Expressed in early flower primordial, stamen, and pollen grains.",56.04,944,0,1066,93.87550201,,
401,Solyc02g081230,-0.221022876,7.44309012,1.994462693,0.157875047,0.374429314,AT3G03210,NA,similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE83277.1),54.78,356,6.00E-80,294,88.60759494,,
187,Solyc02g070650,-0.220909688,11.87276434,4.650771813,0.031039588,0.1046366,AT2G34480,NA,60S ribosomal protein L18A (RPL18aB); Identical to 60S ribosomal protein L18a-2 (RPL18AB) [Arabidopsis Thaliana] (GB:P51418;GB:O64699); similar to 60S ribosomal protein L18A (RPL18aC) [Arabidopsis thaliana] (TAIR:AT3G14600.1); similar to unknown [Solanum tuberosum] (GB:ABA46783.1); contains InterPro domain Ribosomal L18ae protein; (InterPro:IPR002670),91.01,178,1.00E-94,341,98.88268156,,
523,Solyc02g082630,-0.215942238,5.928157944,0.814193033,0.366883476,0.601374749,NA,NA,NA,NA,NA,NA,NA,NA,,
80,Solyc02g069430,-0.215133601,4.706796952,0.438849149,0.507678446,0.716585141,AT3G13900,NA,"haloacid dehalogenase-like hydrolase family protein; Identical to Putative phospholipid-transporting ATPase 7 (EC 3.6.3.1) (Aminophospholipid flippase 7) (ALA7) [Arabidopsis Thaliana] (GB:Q9LVK9); similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G17500.1); similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G72700.1); similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G54280.1); similar to ATPase, E1-E2 type [Medicago truncatula] (GB:ABE81304.1); similar to Putative phospholipid-transporting ATPase 4 (Aminophospholipid flippase 4) (GB:Q9LNQ4); similar to Putative phospholipid-transporting ATPase 7 (Aminophospholipid flippase 7) (GB:Q9LVK9); contains InterPro domain Phospholipid-translocating P-type ATPase, flippase; (InterPro:IPR006539); contains InterPro domain ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; (InterPro:IPR001757); contains InterPro domain Haloacid dehalogenase-like hydrolase, type 3; (InterPro:IPR013200)",62.16,481,0,642,97.16024341,,
135,Solyc02g070030,-0.215133404,9.589120852,5.248588565,0.02196458,0.0795474,NA,NA,NA,NA,NA,NA,NA,NA,,
152,Solyc02g070300,-0.212302193,8.015812695,2.659028586,0.102963599,0.271864479,NA,NA,NA,NA,NA,NA,NA,NA,,
414,Solyc02g081370,-0.212301163,4.21257652,0.264810809,0.606834162,0.776284274,AT1G66120,NA,"acyl-activating enzyme 11 (AAE11); similar to AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana] (TAIR:AT1G68270.1); similar to AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana] (TAIR:AT1G65880.1); similar to acyl-activating enzyme 12 (AAE12) [Arabidopsis thaliana] (TAIR:AT1G65890.1); similar to Os09g0555800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063895.1); similar to AMP-binding enzyme, putative [Medicago truncatula] (GB:ABE77669.1); similar to Os03g0130100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048852.1); contains InterPro domain AMP-dependent synthetase and ligase; (InterPro:IPR000873)",58.25,570,0,692,98.58906526,,
154,Solyc02g070320,-0.206484709,11.07571112,4.432191278,0.035267202,0.115263539,AT5G58420,NA,"40S ribosomal protein S4 (RPS4D); Identical to 40S ribosomal protein S4-1 (RPS4A) [Arabidopsis Thaliana] (GB:Q93VH9;GB:Q7XJS7); Identical to 40S ribosomal protein S4-3 (RPS4D) [Arabidopsis Thaliana] (GB:Q8VYK6;GB:Q944M1;GB:Q9FGI0); Identical to 40S ribosomal protein S4-2 (RPS4B) [Arabidopsis Thaliana] (GB:P49204;GB:Q42346;GB:Q9FL39;GB:Q9LYQ6); similar to 40S ribosomal protein S4 (RPS4B) [Arabidopsis thaliana] (TAIR:AT5G07090.1); similar to 40S ribosomal S4 protein [Glycine max] (GB:AAM93434.1); contains InterPro domain KOW (Kyrpides, Ouzounis, Woese) motif; (InterPro:IPR006646); contains InterPro domain RNA-binding S4; (InterPro:IPR002942); contains InterPro domain Ribosomal protein S4E; (InterPro:IPR000876); contains InterPro domain KOW; (InterPro:IPR005824)",89.69,262,9.00E-144,505,98.49056604,,
262,Solyc02g071510,-0.203009831,10.48755682,5.291776894,0.021426347,0.078126001,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Solyc02g068630,-0.202827772,5.73285471,0.808192356,0.368655221,0.602436581,AT3G47840,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G53360.1); similar to hypothetical protein [Thellun (GB:ABB45851.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),54.8,646,0,718,91.21813031,,
210,Solyc02g070910,-0.202819881,8.811697487,3.550312272,0.059534245,0.173395275,AT5G46330,FLS2,"Encodes a leucine-rich repeat serine/threonine protein kinase that is expressed ubiquitously. FLS2 is involved in MAP kinase signalling relay involved in innate immunity. Essential in the perception of flagellin, a potent elicitor of the defense response.",53.11,966,0,878,99.58289885,,
157,Solyc02g070350,-0.200694902,11.25313715,3.415107955,0.064602188,0.183210438,AT5G58420,NA,"40S ribosomal protein S4 (RPS4D); Identical to 40S ribosomal protein S4-1 (RPS4A) [Arabidopsis Thaliana] (GB:Q93VH9;GB:Q7XJS7); Identical to 40S ribosomal protein S4-3 (RPS4D) [Arabidopsis Thaliana] (GB:Q8VYK6;GB:Q944M1;GB:Q9FGI0); Identical to 40S ribosomal protein S4-2 (RPS4B) [Arabidopsis Thaliana] (GB:P49204;GB:Q42346;GB:Q9FL39;GB:Q9LYQ6); similar to 40S ribosomal protein S4 (RPS4B) [Arabidopsis thaliana] (TAIR:AT5G07090.1); similar to 40S ribosomal S4 protein [Glycine max] (GB:AAM93434.1); contains InterPro domain KOW (Kyrpides, Ouzounis, Woese) motif; (InterPro:IPR006646); contains InterPro domain RNA-binding S4; (InterPro:IPR002942); contains InterPro domain Ribosomal protein S4E; (InterPro:IPR000876); contains InterPro domain KOW; (InterPro:IPR005824)",90.08,262,7.00E-144,506,98.49056604,,
363,Solyc02g080670,-0.199745796,12.01207932,4.087866323,0.043192134,0.134598744,AT4G22010,sks4,"SKS4 (SKU5 Similar 4); copper ion binding / oxidoreductase; similar to SKS6 (SKU5 Similar 6), pectinesterase [Arabidopsis thaliana] (TAIR:AT1G41830.1); similar to SKS8 (SKU5 Similar 8), copper ion binding / oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G21850.1); similar to SKS5 (SKU5 Similar 5), copper ion binding / oxidoreductase [Arabidopsis thaliana] (TAIR:AT1G76160.1); similar to pectinesterase [Solanum lycopersicum] (GB:CAB08077.1); similar to PS60 [Nicotiana tabacum] (GB:CAA65634.1); similar to Multicopper oxidase, type 1 [Medicago truncatula] (GB:ABE89109.1); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)",74.67,533,0,843,96.72131148,,
10,Solyc02g068580,-0.196501586,9.683891122,4.140832069,0.041860588,0.131983973,AT5G56740,HAC07,histone acetyltransferase family protein; Identical to Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (HAT B) (HAG2) [Arabidopsis Thaliana] (GB:Q9FJT8;GB:Q8LKJ6); similar to histone acetyl transferase [Zea mays] (GB:AAM28228.1); contains InterPro domain GCN5-related N-acetyltransferase; (InterPro:IPR000182),52.6,462,7.00E-141,497,95.52238806,,
